Name,Prop,Line,Team,Opponent,Per_Min_Avg,Per_Min_L5,Per_Min_L10,Variance,Confidence%,Samples,Injury_Status,Injury_Multiplier,Matchup_Rank,Matchup_Scalar,Expected_Minutes
VJ Edgecombe,o8.5 Rebounds + Assists,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Jaden McDaniels,o21.5 Pts + Reb + Ast,0,MIN,SA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
De'Aaron Fox,o15.5 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Stephon Castle,o20.5 Points + Rebounds,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Paul George,o15.5 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
OG Anunoby,o20.5 Points + Rebounds,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jaden McDaniels,o18.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
De'Aaron Fox,o16.5 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Stephon Castle,o3.5 Q1 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
VJ Edgecombe,o5.5 Rebounds,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Joel Embiid,o11.5 Rebounds + Assists,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
OG Anunoby,o21.5 Points + Rebounds,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Stephon Castle,o28.5 Pts + Reb + Ast,0,SAS,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Karl-Anthony Towns,o14.5 Rebounds + Assists,0,NYK,,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Mitchell Robinson,o4.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
VJ Edgecombe,o9.5 Rebounds + Assists,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Jaden McDaniels,o19.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o4.5 Rebounds,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Stephon Castle,o4.5 Q1 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Stephon Castle,o5.5 Q1 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Mikal Bridges,o9.5 Points + Rebounds,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Mikal Bridges,o7.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Quentin Grimes,o9.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Anthony Edwards,o19.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Anthony Edwards,o5.5 Rebounds + Assists,0,MIN,SA,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Tyrese Maxey,o30.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Anthony Edwards,o20.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Anthony Edwards,o24.5 Pts + Reb + Ast,0,MIN,SA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Tyrese Maxey,o24.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o0.5 Steals,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Anthony Edwards,o21.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Anthony Edwards,o20.5 Points + Assists,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Dylan Harper,o12.5 Pts + Reb + Ast,0,SAS,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Kelly Oubre Jr.,o6.5 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o32.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Kelly Oubre Jr.,o11.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
VJ Edgecombe,o2.5 Assists,0,PHI,NY,0.16,0.16,0.16,0,5,1,Available,1,15,0.5,200
Tyrese Maxey,o29.5 Points + Assists,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Luke Kornet,o3.5 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o33.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Julius Randle,o19.5 Points + Assists,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Dylan Harper,o10.5 Points + Rebounds,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Mitchell Robinson,o9.5 Points + Rebounds,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Naz Reid,o14.5 Points + Rebounds,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o26.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o22.5 Points,0,PHI,NY,0.64,0.64,0.64,0,33.5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o7.5 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o21.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Julius Randle,o3.5 Q1 Points,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Julius Randle,o0.5 Three Pointers,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Bones Hyland,o0.5 Three Pointers,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o34.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jalen Brunson,o7.5 Rebounds + Assists,0,NYK,,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
OG Anunoby,o0.5 Steals,0,NYK,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Julius Randle,o3.5 Assists,0,MIN,SA,0.16,0.16,0.16,0,5,1,Available,1,15,0.5,200
De'Aaron Fox,o0.5 Steals,0,SAS,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Devin Vassell,o13.5 Points + Rebounds,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o8.5 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o9.5 Points + Assists,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o14.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Kelly Oubre Jr.,o13.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o22.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o24.5 Points + Rebounds,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o31.5 Pts + Reb + Ast,0,NYK,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Rudy Gobert,o19.5 Pts + Reb + Ast,0,MIN,SA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
De'Aaron Fox,o4.5 Assists,0,SAS,,0.16,0.16,0.16,0,5,1,Available,1,15,0.5,200
VJ Edgecombe,o16.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o28.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o27.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o23.5 Points,0,PHI,NY,0.64,0.64,0.64,0,33.5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o9.5 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Paul George,o1.5 Three Pointers,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Quentin Grimes,o4.5 Rebounds + Assists,0,PHI,NY,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Naz Reid,o9.5 Points,0,MIN,SA,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
De'Aaron Fox,o23.5 Pts + Reb + Ast,0,SAS,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
De'Aaron Fox,o2.5 Rebounds,0,SAS,,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Devin Vassell,o10.5 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
VJ Edgecombe,o20.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jalen Brunson,o28.5 Points + Assists,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o29.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o24.5 Points,0,PHI,NY,0.64,0.64,0.64,0,33.5,1,Available,1,15,0.5,50
Tyrese Maxey,o5.5 Q1 Points,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Paul George,o21.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Dylan Harper,o11.5 Points + Rebounds,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o23.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Jalen Brunson,o29.5 Points + Assists,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Karl-Anthony Towns,o16.5 Points,0,NYK,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Julius Randle,o9.5 Rebounds + Assists,0,MIN,SA,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
Rudy Gobert,o9.5 Rebounds,0,MIN,SA,0.2,0.2,0.2,0,5,1,Available,1,15,0.5,160
De'Aaron Fox,o3.5 Q1 Points,0,SAS,,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Tyrese Maxey,o35.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Kelly Oubre Jr.,o16.5 Pts + Reb + Ast,0,PHI,NY,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Kelly Oubre Jr.,o14.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Kelly Oubre Jr.,o15.5 Points + Rebounds,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
Paul George,o17.5 Points + Assists,0,PHI,NY,0.64,0.64,0.64,0,5,1,Available,1,15,0.5,50
